# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416334164;25481560;239042864;90.37;58392;35919288;207684712;76.10
axle;60;1416334224;23320336;241204088;91.18;58472;38077008;207586932;76.06
axle;61;1416334284;23297236;241227188;91.19;58524;38093724;207586608;76.06
axle;60;1416334344;23259156;241265268;91.21;58596;38121176;207598788;76.07
axle;60;1416334404;23351840;241172584;91.17;58656;38134988;207492164;76.03
axle;60;1416334464;11346168;253178256;95.71;58716;38144372;222202856;81.42
axle;60;1416334524;11637040;252887384;95.60;58792;38152440;219352360;80.38
axle;60;1416334584;19130652;245393772;92.77;58840;38156104;211694840;77.57
axle;60;1416334644;19130156;245394268;92.77;58872;38157436;211694840;77.57
axle;60;1416334704;21236292;243288132;91.97;58904;38159200;210267628;77.05
