BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#52'
	and p_type not like 'PROMO PLATED%'
	and p_size in (13, 28, 18, 46, 9, 12, 39, 42)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#44   | STANDARD PLATED TIN       |      9 |          120
 Brand#33   | STANDARD BURNISHED COPPER |     42 |          116
 Brand#33   | SMALL BURNISHED NICKEL    |     12 |          104
 Brand#11   | ECONOMY ANODIZED COPPER   |     28 |          100
 Brand#12   | STANDARD ANODIZED TIN     |     13 |          100
 Brand#33   | ECONOMY BRUSHED NICKEL    |     18 |          100
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |          100
 Brand#11   | SMALL POLISHED BRASS      |     46 |           96
 Brand#23   | PROMO BURNISHED COPPER    |     13 |           96
 Brand#44   | MEDIUM POLISHED TIN       |     46 |           96
 Brand#14   | ECONOMY PLATED COPPER     |     42 |           95
 Brand#43   | MEDIUM PLATED NICKEL      |     28 |           95
 Brand#11   | SMALL BRUSHED STEEL       |      9 |           92
 Brand#13   | SMALL BRUSHED COPPER      |     46 |           92
 Brand#15   | ECONOMY BURNISHED NICKEL  |     28 |           92
 Brand#22   | ECONOMY ANODIZED TIN      |     46 |           92
 Brand#23   | STANDARD POLISHED BRASS   |      9 |           92
 Brand#25   | MEDIUM BRUSHED STEEL      |     39 |           92
 Brand#25   | STANDARD ANODIZED NICKEL  |     46 |           92
 Brand#31   | MEDIUM PLATED COPPER      |     42 |           92
 Brand#32   | LARGE BRUSHED COPPER      |     39 |           92
 Brand#34   | STANDARD PLATED COPPER    |     18 |           92
 Brand#35   | PROMO BURNISHED TIN       |      9 |           92
 Brand#35   | SMALL BRUSHED COPPER      |     13 |           92
 Brand#42   | LARGE PLATED COPPER       |     18 |           92
 Brand#42   | PROMO BURNISHED TIN       |     28 |           92
 Brand#43   | MEDIUM BRUSHED COPPER     |      9 |           92
 Brand#45   | ECONOMY PLATED TIN        |      9 |           92
 Brand#55   | SMALL PLATED COPPER       |     39 |           92
 Brand#11   | LARGE PLATED BRASS        |     39 |           88
 Brand#12   | LARGE BRUSHED TIN         |     12 |           88
 Brand#13   | ECONOMY BRUSHED TIN       |     46 |           88
 Brand#15   | STANDARD POLISHED TIN     |     46 |           88
 Brand#21   | LARGE POLISHED STEEL      |     28 |           88
 Brand#21   | SMALL BRUSHED COPPER      |     18 |           88
 Brand#22   | ECONOMY BURNISHED BRASS   |     28 |           88
 Brand#24   | LARGE POLISHED TIN        |     46 |           88
 Brand#25   | LARGE BURNISHED BRASS     |     46 |           88
 Brand#33   | STANDARD ANODIZED BRASS   |     46 |           88
 Brand#33   | STANDARD PLATED COPPER    |     12 |           88
 Brand#34   | STANDARD PLATED COPPER    |     39 |           88
 Brand#44   | PROMO ANODIZED BRASS      |     28 |           88
 Brand#45   | ECONOMY BRUSHED STEEL     |     42 |           88
 Brand#51   | STANDARD BRUSHED NICKEL   |     42 |           88
 Brand#44   | SMALL PLATED STEEL        |     12 |           87
 Brand#11   | SMALL PLATED BRASS        |     46 |           84
 Brand#12   | STANDARD PLATED COPPER    |     28 |           84
 Brand#12   | STANDARD PLATED NICKEL    |     18 |           84
 Brand#13   | ECONOMY PLATED BRASS      |     18 |           84
 Brand#13   | MEDIUM ANODIZED TIN       |     18 |           84
 Brand#13   | MEDIUM POLISHED TIN       |     12 |           84
 Brand#13   | SMALL POLISHED NICKEL     |      9 |           84
 Brand#13   | STANDARD BRUSHED BRASS    |     28 |           84
 Brand#14   | LARGE PLATED NICKEL       |     42 |           84
 Brand#14   | SMALL BURNISHED STEEL     |     18 |           84
 Brand#21   | LARGE PLATED STEEL        |     12 |           84
 Brand#21   | PROMO ANODIZED STEEL      |     42 |           84
 Brand#22   | ECONOMY BURNISHED BRASS   |     12 |           84
 Brand#22   | MEDIUM BRUSHED STEEL      |      9 |           84
 Brand#22   | SMALL PLATED STEEL        |     12 |           84
 Brand#22   | STANDARD BRUSHED TIN      |     46 |           84
 Brand#22   | STANDARD BURNISHED BRASS  |     12 |           84
 Brand#24   | MEDIUM BURNISHED STEEL    |     12 |           84
 Brand#31   | PROMO POLISHED NICKEL     |      9 |           84
 Brand#32   | ECONOMY BRUSHED STEEL     |     39 |           84
 Brand#33   | PROMO ANODIZED COPPER     |     13 |           84
 Brand#33   | SMALL ANODIZED NICKEL     |     18 |           84
 Brand#34   | ECONOMY ANODIZED NICKEL   |      9 |           84
 Brand#34   | LARGE BRUSHED STEEL       |     28 |           84
 Brand#34   | MEDIUM PLATED TIN         |     42 |           84
 Brand#35   | ECONOMY POLISHED COPPER   |     28 |           84
 Brand#35   | MEDIUM BURNISHED BRASS    |     18 |           84
 Brand#35   | STANDARD ANODIZED COPPER  |     28 |           84
 Brand#41   | ECONOMY BRUSHED COPPER    |     42 |           84
 Brand#41   | LARGE BURNISHED BRASS     |     13 |           84
 Brand#41   | LARGE PLATED TIN          |     18 |           84
 Brand#41   | SMALL PLATED NICKEL       |     12 |           84
 Brand#42   | ECONOMY ANODIZED NICKEL   |     12 |           84
 Brand#42   | SMALL ANODIZED COPPER     |     12 |           84
 Brand#42   | STANDARD BRUSHED STEEL    |     42 |           84
 Brand#43   | ECONOMY ANODIZED COPPER   |     42 |           84
 Brand#43   | PROMO BRUSHED STEEL       |     39 |           84
 Brand#43   | PROMO BURNISHED NICKEL    |     13 |           84
 Brand#44   | ECONOMY ANODIZED COPPER   |     13 |           84
 Brand#44   | LARGE PLATED TIN          |     18 |           84
 Brand#44   | PROMO POLISHED STEEL      |     18 |           84
 Brand#44   | STANDARD BURNISHED BRASS  |     18 |           84
 Brand#45   | STANDARD POLISHED NICKEL  |     18 |           84
 Brand#51   | ECONOMY BURNISHED TIN     |     46 |           84
 Brand#51   | LARGE PLATED COPPER       |      9 |           84
 Brand#51   | MEDIUM BURNISHED BRASS    |     28 |           84
 Brand#53   | MEDIUM BRUSHED BRASS      |     46 |           84
 Brand#55   | ECONOMY BRUSHED BRASS     |     42 |           84
 Brand#55   | PROMO BURNISHED STEEL     |     18 |           84
 Brand#14   | ECONOMY POLISHED STEEL    |     42 |           83
 Brand#14   | LARGE ANODIZED NICKEL     |     13 |           83
 Brand#22   | ECONOMY BURNISHED BRASS   |     39 |           83
 Brand#31   | ECONOMY PLATED STEEL      |     42 |           83
 Brand#31   | PROMO POLISHED BRASS      |     13 |           83
 Brand#11   | PROMO ANODIZED NICKEL     |     13 |           80
 Brand#12   | LARGE POLISHED TIN        |     42 |           80
 Brand#12   | MEDIUM PLATED STEEL       |     42 |           80
 Brand#13   | ECONOMY POLISHED NICKEL   |     28 |           80
 Brand#13   | MEDIUM BURNISHED STEEL    |     18 |           80
 Brand#13   | SMALL ANODIZED BRASS      |     42 |           80
 Brand#13   | SMALL BURNISHED NICKEL    |     42 |           80
 Brand#13   | SMALL PLATED BRASS        |     13 |           80
 Brand#14   | LARGE PLATED STEEL        |      9 |           80
 Brand#14   | PROMO BURNISHED COPPER    |     39 |           80
 Brand#14   | SMALL ANODIZED COPPER     |     13 |           80
 Brand#14   | STANDARD ANODIZED COPPER  |     28 |           80
 Brand#15   | LARGE PLATED TIN          |     28 |           80
 Brand#15   | SMALL ANODIZED TIN        |     13 |           80
 Brand#21   | LARGE BRUSHED TIN         |     13 |           80
 Brand#21   | PROMO BURNISHED NICKEL    |     39 |           80
 Brand#21   | PROMO POLISHED STEEL      |      9 |           80
 Brand#21   | STANDARD PLATED BRASS     |      9 |           80
 Brand#22   | ECONOMY BURNISHED BRASS   |     13 |           80
 Brand#22   | ECONOMY BURNISHED TIN     |     39 |           80
 Brand#22   | LARGE ANODIZED TIN        |     42 |           80
 Brand#22   | LARGE BURNISHED STEEL     |     42 |           80
 Brand#23   | ECONOMY BURNISHED BRASS   |     13 |           80
 Brand#23   | LARGE BURNISHED TIN       |     13 |           80
 Brand#23   | MEDIUM ANODIZED TIN       |     12 |           80
 Brand#23   | MEDIUM BRUSHED NICKEL     |     46 |           80
 Brand#23   | PROMO POLISHED COPPER     |     12 |           80
 Brand#23   | SMALL ANODIZED STEEL      |     12 |           80
 Brand#23   | SMALL BURNISHED BRASS     |     12 |           80
 Brand#23   | STANDARD ANODIZED TIN     |     39 |           80
 Brand#23   | STANDARD POLISHED TIN     |     39 |           80
 Brand#24   | MEDIUM BRUSHED COPPER     |     46 |           80
 Brand#24   | SMALL BRUSHED TIN         |     28 |           80
 Brand#24   | STANDARD BRUSHED STEEL    |     46 |           80
 Brand#24   | STANDARD PLATED NICKEL    |     46 |           80
 Brand#25   | LARGE PLATED STEEL        |     18 |           80
 Brand#25   | STANDARD BURNISHED NICKEL |     12 |           80
 Brand#31   | ECONOMY ANODIZED TIN      |     46 |           80
 Brand#31   | ECONOMY BURNISHED STEEL   |     28 |           80
 Brand#32   | ECONOMY PLATED BRASS      |      9 |           80
 Brand#32   | LARGE PLATED COPPER       |     13 |           80
 Brand#32   | PROMO POLISHED BRASS      |      9 |           80
 Brand#32   | PROMO POLISHED STEEL      |      9 |           80
 Brand#32   | SMALL ANODIZED STEEL      |     42 |           80
 Brand#32   | SMALL BRUSHED BRASS       |      9 |           80
 Brand#32   | STANDARD ANODIZED TIN     |      9 |           80
 Brand#33   | LARGE BURNISHED TIN       |     46 |           80
 Brand#33   | STANDARD BURNISHED BRASS  |      9 |           80
 Brand#33   | STANDARD PLATED NICKEL    |      9 |           80
 Brand#34   | ECONOMY BRUSHED COPPER    |     42 |           80
 Brand#34   | LARGE PLATED COPPER       |     42 |           80
 Brand#34   | LARGE POLISHED NICKEL     |     42 |           80
 Brand#35   | ECONOMY PLATED STEEL      |      9 |           80
 Brand#35   | MEDIUM POLISHED BRASS     |     39 |           80
 Brand#35   | PROMO BURNISHED NICKEL    |      9 |           80
 Brand#35   | SMALL ANODIZED COPPER     |     42 |           80
 Brand#35   | SMALL PLATED STEEL        |     42 |           80
 Brand#35   | STANDARD BRUSHED STEEL    |     12 |           80
 Brand#35   | STANDARD PLATED BRASS     |     42 |           80
 Brand#35   | STANDARD PLATED TIN       |     13 |           80
 Brand#35   | STANDARD POLISHED NICKEL  |     46 |           80
 Brand#41   | LARGE POLISHED NICKEL     |     42 |           80
 Brand#42   | ECONOMY BURNISHED BRASS   |     46 |           80
 Brand#42   | MEDIUM PLATED TIN         |     46 |           80
 Brand#42   | STANDARD ANODIZED TIN     |     28 |           80
 Brand#42   | STANDARD BURNISHED TIN    |      9 |           80
 Brand#43   | LARGE BRUSHED COPPER      |     46 |           80
 Brand#43   | SMALL ANODIZED TIN        |     13 |           80
 Brand#43   | SMALL BRUSHED NICKEL      |     13 |           80
 Brand#44   | ECONOMY ANODIZED COPPER   |     12 |           80
 Brand#44   | LARGE BURNISHED COPPER    |     42 |           80
 Brand#44   | LARGE PLATED COPPER       |     39 |           80
 Brand#45   | ECONOMY ANODIZED STEEL    |     42 |           80
 Brand#45   | ECONOMY BRUSHED NICKEL    |     18 |           80
 Brand#45   | LARGE ANODIZED NICKEL     |      9 |           80
 Brand#45   | MEDIUM BURNISHED NICKEL   |     28 |           80
 Brand#45   | PROMO BRUSHED BRASS       |     18 |           80
 Brand#45   | PROMO POLISHED COPPER     |     39 |           80
 Brand#45   | SMALL PLATED COPPER       |     42 |           80
 Brand#45   | SMALL POLISHED BRASS      |     28 |           80
 Brand#51   | ECONOMY BRUSHED NICKEL    |     42 |           80
 Brand#51   | ECONOMY BURNISHED BRASS   |     42 |           80
 Brand#51   | LARGE PLATED STEEL        |     46 |           80
 Brand#51   | MEDIUM BRUSHED TIN        |     42 |           80
 Brand#51   | PROMO BURNISHED STEEL     |     18 |           80
 Brand#53   | ECONOMY PLATED COPPER     |      9 |           80
 Brand#53   | LARGE ANODIZED NICKEL     |     13 |           80
 Brand#53   | MEDIUM BRUSHED NICKEL     |     12 |           80
 Brand#53   | MEDIUM POLISHED BRASS     |      9 |           80
 Brand#53   | SMALL ANODIZED NICKEL     |     12 |           80
 Brand#53   | STANDARD POLISHED NICKEL  |     42 |           80
 Brand#54   | SMALL BRUSHED BRASS       |     18 |           80
 Brand#55   | MEDIUM PLATED BRASS       |     18 |           80
 Brand#55   | MEDIUM PLATED COPPER      |      9 |           80
 Brand#55   | SMALL POLISHED COPPER     |     12 |           80
 Brand#14   | PROMO ANODIZED NICKEL     |     28 |           79
 Brand#21   | SMALL PLATED TIN          |     39 |           79
 Brand#54   | MEDIUM ANODIZED TIN       |     39 |           79
 Brand#54   | STANDARD POLISHED STEEL   |     18 |           79
 Brand#43   | ECONOMY BRUSHED NICKEL    |     46 |           78
 Brand#11   | ECONOMY ANODIZED TIN      |     46 |           76
 Brand#11   | MEDIUM BRUSHED STEEL      |     28 |           76
 Brand#11   | MEDIUM PLATED BRASS       |     42 |           76
 Brand#11   | SMALL PLATED STEEL        |     18 |           76
 Brand#11   | STANDARD BRUSHED STEEL    |     18 |           76
 Brand#12   | ECONOMY PLATED BRASS      |     42 |           76
 Brand#12   | LARGE ANODIZED COPPER     |     28 |           76
 Brand#12   | LARGE POLISHED STEEL      |     39 |           76
 Brand#12   | MEDIUM ANODIZED STEEL     |     18 |           76
 Brand#12   | STANDARD BRUSHED TIN      |     13 |           76
 Brand#13   | ECONOMY ANODIZED BRASS    |     13 |           76
 Brand#13   | ECONOMY ANODIZED NICKEL   |     28 |           76
 Brand#13   | MEDIUM ANODIZED TIN       |     42 |           76
 Brand#13   | PROMO BRUSHED BRASS       |     18 |           76
 Brand#13   | PROMO POLISHED BRASS      |     39 |           76
 Brand#13   | SMALL ANODIZED COPPER     |     18 |           76
 Brand#13   | SMALL ANODIZED NICKEL     |     28 |           76
 Brand#13   | SMALL BRUSHED STEEL       |     28 |           76
 Brand#13   | SMALL BURNISHED BRASS     |      9 |           76
 Brand#13   | SMALL PLATED BRASS        |     42 |           76
 Brand#13   | STANDARD BURNISHED COPPER |     46 |           76
