BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#51'
	and p_type not like 'MEDIUM POLISHED%'
	and p_size in (33, 40, 9, 31, 38, 30, 50, 49)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#44   | STANDARD PLATED TIN       |      9 |          120
 Brand#12   | ECONOMY ANODIZED STEEL    |     31 |          100
 Brand#12   | PROMO BRUSHED TIN         |     50 |          100
 Brand#54   | LARGE BURNISHED COPPER    |     38 |          100
 Brand#41   | LARGE POLISHED STEEL      |     50 |           96
 Brand#41   | SMALL POLISHED STEEL      |     33 |           96
 Brand#45   | MEDIUM ANODIZED TIN       |     40 |           96
 Brand#45   | MEDIUM BRUSHED BRASS      |     31 |           96
 Brand#11   | SMALL BRUSHED STEEL       |      9 |           92
 Brand#12   | SMALL POLISHED STEEL      |     38 |           92
 Brand#13   | ECONOMY PLATED STEEL      |     33 |           92
 Brand#22   | LARGE PLATED COPPER       |     40 |           92
 Brand#23   | LARGE BURNISHED COPPER    |     38 |           92
 Brand#23   | STANDARD POLISHED BRASS   |      9 |           92
 Brand#32   | SMALL BRUSHED TIN         |     30 |           92
 Brand#35   | PROMO BURNISHED TIN       |      9 |           92
 Brand#43   | MEDIUM BRUSHED COPPER     |      9 |           92
 Brand#45   | ECONOMY PLATED TIN        |      9 |           92
 Brand#45   | SMALL PLATED STEEL        |     38 |           92
 Brand#54   | ECONOMY POLISHED BRASS    |     30 |           92
 Brand#54   | STANDARD BRUSHED COPPER   |     38 |           92
 Brand#22   | SMALL BURNISHED BRASS     |     33 |           91
 Brand#12   | STANDARD BRUSHED COPPER   |     33 |           88
 Brand#13   | STANDARD PLATED COPPER    |     33 |           88
 Brand#23   | ECONOMY BURNISHED COPPER  |     40 |           88
 Brand#23   | SMALL POLISHED NICKEL     |     38 |           88
 Brand#32   | PROMO BURNISHED STEEL     |     30 |           88
 Brand#32   | SMALL ANODIZED BRASS      |     31 |           88
 Brand#33   | PROMO BURNISHED TIN       |     49 |           88
 Brand#33   | SMALL BURNISHED STEEL     |     50 |           88
 Brand#33   | STANDARD ANODIZED BRASS   |     49 |           88
 Brand#41   | ECONOMY BRUSHED BRASS     |     38 |           88
 Brand#41   | LARGE BRUSHED NICKEL      |     50 |           88
 Brand#41   | SMALL BURNISHED COPPER    |     33 |           88
 Brand#42   | LARGE ANODIZED COPPER     |     49 |           88
 Brand#42   | STANDARD POLISHED NICKEL  |     40 |           88
 Brand#43   | ECONOMY BURNISHED BRASS   |     50 |           88
 Brand#44   | MEDIUM BRUSHED NICKEL     |     50 |           88
 Brand#44   | STANDARD POLISHED STEEL   |     40 |           88
 Brand#45   | ECONOMY POLISHED BRASS    |     30 |           88
 Brand#52   | LARGE ANODIZED TIN        |     30 |           88
 Brand#52   | MEDIUM BURNISHED STEEL    |     38 |           88
 Brand#52   | STANDARD BURNISHED STEEL  |     38 |           88
 Brand#53   | STANDARD BURNISHED COPPER |     38 |           88
 Brand#54   | PROMO PLATED TIN          |     50 |           88
 Brand#54   | SMALL ANODIZED COPPER     |     49 |           88
 Brand#55   | LARGE BURNISHED NICKEL    |     50 |           88
 Brand#13   | SMALL ANODIZED TIN        |     38 |           87
 Brand#45   | PROMO BURNISHED BRASS     |     31 |           87
 Brand#11   | ECONOMY POLISHED COPPER   |     50 |           84
 Brand#11   | PROMO ANODIZED NICKEL     |     33 |           84
 Brand#12   | PROMO ANODIZED NICKEL     |     33 |           84
 Brand#13   | ECONOMY ANODIZED STEEL    |     33 |           84
 Brand#13   | LARGE POLISHED NICKEL     |     40 |           84
 Brand#13   | SMALL POLISHED COPPER     |     30 |           84
 Brand#13   | SMALL POLISHED NICKEL     |      9 |           84
 Brand#13   | STANDARD PLATED NICKEL    |     31 |           84
 Brand#14   | ECONOMY BURNISHED COPPER  |     40 |           84
 Brand#14   | ECONOMY POLISHED TIN      |     50 |           84
 Brand#14   | PROMO PLATED STEEL        |     33 |           84
 Brand#14   | STANDARD POLISHED NICKEL  |     30 |           84
 Brand#15   | PROMO POLISHED STEEL      |     40 |           84
 Brand#15   | STANDARD PLATED TIN       |     50 |           84
 Brand#21   | ECONOMY PLATED NICKEL     |     40 |           84
 Brand#21   | LARGE PLATED COPPER       |     38 |           84
 Brand#21   | PROMO BRUSHED STEEL       |     49 |           84
 Brand#22   | LARGE PLATED STEEL        |     33 |           84
 Brand#22   | MEDIUM BRUSHED STEEL      |      9 |           84
 Brand#22   | SMALL POLISHED TIN        |     40 |           84
 Brand#23   | PROMO ANODIZED STEEL      |     31 |           84
 Brand#23   | SMALL ANODIZED NICKEL     |     30 |           84
 Brand#24   | LARGE BRUSHED STEEL       |     33 |           84
 Brand#24   | LARGE PLATED NICKEL       |     40 |           84
 Brand#25   | SMALL BURNISHED BRASS     |     31 |           84
 Brand#31   | PROMO POLISHED NICKEL     |      9 |           84
 Brand#31   | PROMO POLISHED NICKEL     |     38 |           84
 Brand#31   | SMALL PLATED STEEL        |     31 |           84
 Brand#32   | SMALL ANODIZED STEEL      |     38 |           84
 Brand#33   | MEDIUM BURNISHED COPPER   |     49 |           84
 Brand#33   | PROMO POLISHED NICKEL     |     31 |           84
 Brand#34   | ECONOMY ANODIZED NICKEL   |      9 |           84
 Brand#34   | ECONOMY BRUSHED STEEL     |     38 |           84
 Brand#35   | STANDARD BRUSHED COPPER   |     31 |           84
 Brand#41   | ECONOMY PLATED BRASS      |     49 |           84
 Brand#42   | PROMO BURNISHED STEEL     |     30 |           84
 Brand#42   | STANDARD ANODIZED BRASS   |     33 |           84
 Brand#43   | LARGE PLATED BRASS        |     50 |           84
 Brand#43   | SMALL BRUSHED COPPER      |     31 |           84
 Brand#52   | ECONOMY BURNISHED BRASS   |     38 |           84
 Brand#53   | PROMO BURNISHED STEEL     |     50 |           84
 Brand#53   | SMALL ANODIZED NICKEL     |     30 |           84
 Brand#54   | ECONOMY ANODIZED COPPER   |     31 |           84
 Brand#54   | ECONOMY BRUSHED COPPER    |     50 |           84
 Brand#54   | ECONOMY BURNISHED COPPER  |     33 |           84
 Brand#54   | LARGE BURNISHED BRASS     |     49 |           84
 Brand#55   | LARGE BRUSHED BRASS       |     31 |           84
 Brand#55   | STANDARD PLATED NICKEL    |     30 |           84
 Brand#12   | MEDIUM ANODIZED TIN       |     30 |           83
 Brand#43   | PROMO PLATED NICKEL       |     33 |           83
 Brand#54   | SMALL ANODIZED BRASS      |     50 |           83
 Brand#11   | LARGE POLISHED TIN        |     33 |           80
 Brand#11   | MEDIUM BRUSHED COPPER     |     40 |           80
 Brand#11   | STANDARD POLISHED STEEL   |     38 |           80
 Brand#12   | LARGE PLATED TIN          |     31 |           80
 Brand#12   | SMALL ANODIZED COPPER     |     50 |           80
 Brand#12   | SMALL BURNISHED STEEL     |     30 |           80
 Brand#12   | STANDARD BURNISHED NICKEL |     31 |           80
 Brand#12   | STANDARD PLATED COPPER    |     38 |           80
 Brand#13   | LARGE BRUSHED COPPER      |     40 |           80
 Brand#13   | PROMO POLISHED BRASS      |     31 |           80
 Brand#13   | SMALL BRUSHED TIN         |     38 |           80
 Brand#14   | ECONOMY BURNISHED COPPER  |     31 |           80
 Brand#14   | LARGE PLATED STEEL        |      9 |           80
 Brand#14   | STANDARD BURNISHED BRASS  |     49 |           80
 Brand#15   | ECONOMY ANODIZED TIN      |     49 |           80
 Brand#15   | MEDIUM ANODIZED TIN       |     30 |           80
 Brand#15   | PROMO PLATED COPPER       |     38 |           80
 Brand#15   | PROMO POLISHED TIN        |     31 |           80
 Brand#15   | SMALL ANODIZED TIN        |     49 |           80
 Brand#21   | MEDIUM BURNISHED STEEL    |     38 |           80
 Brand#21   | PROMO POLISHED STEEL      |      9 |           80
 Brand#21   | SMALL BURNISHED STEEL     |     30 |           80
 Brand#21   | STANDARD PLATED BRASS     |      9 |           80
 Brand#22   | LARGE PLATED COPPER       |     49 |           80
 Brand#22   | PROMO POLISHED STEEL      |     33 |           80
 Brand#22   | STANDARD POLISHED TIN     |     40 |           80
 Brand#23   | MEDIUM BRUSHED NICKEL     |     31 |           80
 Brand#23   | PROMO PLATED BRASS        |     31 |           80
 Brand#23   | SMALL BRUSHED TIN         |     31 |           80
 Brand#23   | STANDARD BURNISHED NICKEL |     49 |           80
 Brand#24   | PROMO PLATED NICKEL       |     33 |           80
 Brand#24   | SMALL POLISHED TIN        |     49 |           80
 Brand#25   | LARGE BRUSHED COPPER      |     40 |           80
 Brand#25   | SMALL ANODIZED BRASS      |     30 |           80
 Brand#31   | LARGE ANODIZED STEEL      |     50 |           80
 Brand#31   | STANDARD PLATED NICKEL    |     38 |           80
 Brand#32   | ECONOMY PLATED BRASS      |      9 |           80
 Brand#32   | PROMO POLISHED BRASS      |      9 |           80
 Brand#32   | PROMO POLISHED STEEL      |      9 |           80
 Brand#32   | SMALL BRUSHED BRASS       |      9 |           80
 Brand#32   | SMALL BURNISHED STEEL     |     40 |           80
 Brand#32   | STANDARD ANODIZED TIN     |      9 |           80
 Brand#33   | LARGE BURNISHED BRASS     |     50 |           80
 Brand#33   | MEDIUM BURNISHED STEEL    |     30 |           80
 Brand#33   | SMALL BRUSHED BRASS       |     33 |           80
 Brand#33   | STANDARD BURNISHED BRASS  |      9 |           80
 Brand#33   | STANDARD PLATED NICKEL    |      9 |           80
 Brand#33   | STANDARD PLATED NICKEL    |     40 |           80
 Brand#34   | MEDIUM BRUSHED BRASS      |     49 |           80
 Brand#34   | PROMO POLISHED TIN        |     33 |           80
 Brand#34   | STANDARD BRUSHED NICKEL   |     30 |           80
 Brand#35   | ECONOMY BURNISHED BRASS   |     31 |           80
 Brand#35   | ECONOMY PLATED STEEL      |      9 |           80
 Brand#35   | PROMO BURNISHED NICKEL    |      9 |           80
 Brand#35   | SMALL BRUSHED TIN         |     50 |           80
 Brand#41   | LARGE BURNISHED BRASS     |     30 |           80
 Brand#41   | PROMO PLATED TIN          |     40 |           80
 Brand#41   | SMALL PLATED TIN          |     38 |           80
 Brand#42   | MEDIUM ANODIZED NICKEL    |     49 |           80
 Brand#42   | MEDIUM PLATED BRASS       |     49 |           80
 Brand#42   | STANDARD BURNISHED TIN    |      9 |           80
 Brand#43   | MEDIUM PLATED BRASS       |     33 |           80
 Brand#43   | MEDIUM PLATED TIN         |     38 |           80
 Brand#43   | PROMO BRUSHED COPPER      |     49 |           80
 Brand#43   | PROMO BRUSHED TIN         |     49 |           80
 Brand#43   | SMALL PLATED BRASS        |     50 |           80
 Brand#44   | ECONOMY ANODIZED NICKEL   |     30 |           80
 Brand#44   | ECONOMY BRUSHED TIN       |     30 |           80
 Brand#44   | PROMO POLISHED NICKEL     |     49 |           80
 Brand#45   | LARGE ANODIZED NICKEL     |      9 |           80
 Brand#45   | LARGE POLISHED COPPER     |     38 |           80
 Brand#45   | MEDIUM BRUSHED NICKEL     |     30 |           80
 Brand#45   | MEDIUM PLATED STEEL       |     30 |           80
 Brand#45   | STANDARD BURNISHED TIN    |     31 |           80
 Brand#52   | SMALL BRUSHED BRASS       |     30 |           80
 Brand#52   | SMALL BURNISHED BRASS     |     49 |           80
 Brand#53   | ECONOMY PLATED COPPER     |      9 |           80
 Brand#54   | SMALL PLATED COPPER       |     30 |           80
 Brand#54   | STANDARD ANODIZED STEEL   |     31 |           80
 Brand#55   | LARGE PLATED STEEL        |     50 |           80
 Brand#55   | MEDIUM PLATED COPPER      |      9 |           80
 Brand#12   | MEDIUM BURNISHED NICKEL   |     49 |           79
 Brand#13   | LARGE POLISHED BRASS      |     40 |           79
 Brand#24   | SMALL BURNISHED COPPER    |     33 |           79
 Brand#25   | ECONOMY PLATED BRASS      |     30 |           79
 Brand#52   | SMALL ANODIZED NICKEL     |     38 |           79
 Brand#11   | LARGE BRUSHED COPPER      |     50 |           76
 Brand#11   | LARGE POLISHED STEEL      |     30 |           76
 Brand#11   | MEDIUM BRUSHED COPPER     |     49 |           76
 Brand#11   | PROMO ANODIZED NICKEL     |     31 |           76
 Brand#11   | SMALL ANODIZED STEEL      |     50 |           76
 Brand#12   | LARGE BURNISHED STEEL     |     33 |           76
 Brand#12   | LARGE PLATED TIN          |     33 |           76
 Brand#12   | LARGE POLISHED NICKEL     |     38 |           76
 Brand#12   | MEDIUM BRUSHED STEEL      |     31 |           76
 Brand#12   | PROMO BURNISHED TIN       |     33 |           76
 Brand#12   | PROMO POLISHED NICKEL     |     38 |           76
 Brand#12   | SMALL ANODIZED TIN        |     50 |           76
 Brand#12   | SMALL POLISHED TIN        |     38 |           76
 Brand#12   | STANDARD ANODIZED TIN     |     33 |           76
 Brand#13   | ECONOMY ANODIZED BRASS    |     30 |           76
 Brand#13   | ECONOMY BRUSHED NICKEL    |     40 |           76
 Brand#13   | ECONOMY POLISHED COPPER   |     30 |           76
 Brand#13   | LARGE BRUSHED COPPER      |     33 |           76
 Brand#13   | MEDIUM BURNISHED STEEL    |     38 |           76
 Brand#13   | PROMO ANODIZED NICKEL     |     31 |           76
 Brand#13   | SMALL BURNISHED BRASS     |      9 |           76
 Brand#14   | LARGE BURNISHED NICKEL    |     50 |           76
 Brand#14   | PROMO BURNISHED BRASS     |      9 |           76
 Brand#14   | PROMO PLATED BRASS        |     30 |           76
 Brand#14   | STANDARD ANODIZED TIN     |     31 |           76
 Brand#14   | STANDARD POLISHED STEEL   |     50 |           76
 Brand#15   | ECONOMY ANODIZED NICKEL   |     31 |           76
 Brand#15   | LARGE BRUSHED NICKEL      |     31 |           76
 Brand#15   | SMALL POLISHED STEEL      |     30 |           76
 Brand#15   | STANDARD ANODIZED TIN     |     38 |           76
 Brand#15   | STANDARD BURNISHED NICKEL |     31 |           76
 Brand#15   | STANDARD BURNISHED TIN    |     38 |           76
 Brand#15   | STANDARD POLISHED NICKEL  |     38 |           76
 Brand#21   | MEDIUM BRUSHED STEEL      |     38 |           76
 Brand#21   | STANDARD POLISHED BRASS   |      9 |           76
