BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#31'
	and p_type not like 'PROMO ANODIZED%'
	and p_size in (36, 12, 42, 2, 34, 23, 30, 10)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#33   | STANDARD BURNISHED COPPER |     42 |          116
 Brand#33   | SMALL BURNISHED NICKEL    |     12 |          104
 Brand#55   | ECONOMY BRUSHED STEEL     |     12 |          100
 Brand#11   | LARGE BRUSHED STEEL       |     36 |           96
 Brand#34   | MEDIUM BRUSHED STEEL      |     23 |           96
 Brand#51   | ECONOMY PLATED NICKEL     |     10 |           96
 Brand#53   | ECONOMY POLISHED NICKEL   |      2 |           96
 Brand#53   | PROMO BURNISHED BRASS     |     36 |           96
 Brand#14   | ECONOMY PLATED COPPER     |     42 |           95
 Brand#32   | SMALL POLISHED NICKEL     |      2 |           95
 Brand#11   | LARGE POLISHED COPPER     |     10 |           92
 Brand#11   | STANDARD BRUSHED TIN      |     23 |           92
 Brand#21   | MEDIUM BRUSHED NICKEL     |     34 |           92
 Brand#32   | SMALL BRUSHED TIN         |     30 |           92
 Brand#51   | LARGE ANODIZED BRASS      |     30 |           92
 Brand#54   | ECONOMY POLISHED BRASS    |     30 |           92
 Brand#11   | LARGE ANODIZED COPPER     |     36 |           88
 Brand#11   | LARGE BRUSHED NICKEL      |     34 |           88
 Brand#12   | LARGE BRUSHED TIN         |     12 |           88
 Brand#14   | MEDIUM POLISHED NICKEL    |      2 |           88
 Brand#21   | LARGE POLISHED NICKEL     |     10 |           88
 Brand#21   | SMALL ANODIZED STEEL      |     23 |           88
 Brand#21   | SMALL POLISHED NICKEL     |     23 |           88
 Brand#23   | PROMO POLISHED STEEL      |     23 |           88
 Brand#32   | PROMO BURNISHED STEEL     |     30 |           88
 Brand#33   | STANDARD PLATED COPPER    |     12 |           88
 Brand#34   | LARGE BRUSHED NICKEL      |     23 |           88
 Brand#35   | MEDIUM BURNISHED STEEL    |     10 |           88
 Brand#41   | ECONOMY BRUSHED NICKEL    |     36 |           88
 Brand#42   | LARGE POLISHED STEEL      |     10 |           88
 Brand#43   | STANDARD POLISHED TIN     |     23 |           88
 Brand#44   | STANDARD PLATED NICKEL    |     36 |           88
 Brand#45   | ECONOMY BRUSHED STEEL     |     42 |           88
 Brand#45   | ECONOMY POLISHED BRASS    |     30 |           88
 Brand#51   | STANDARD BRUSHED NICKEL   |     42 |           88
 Brand#52   | LARGE ANODIZED TIN        |     30 |           88
 Brand#52   | STANDARD ANODIZED TIN     |     36 |           88
 Brand#53   | ECONOMY ANODIZED COPPER   |     23 |           88
 Brand#44   | SMALL PLATED STEEL        |     12 |           87
 Brand#52   | ECONOMY POLISHED COPPER   |     42 |           87
 Brand#12   | LARGE BURNISHED NICKEL    |     10 |           84
 Brand#12   | SMALL ANODIZED TIN        |      2 |           84
 Brand#12   | SMALL BRUSHED COPPER      |     34 |           84
 Brand#12   | STANDARD BRUSHED TIN      |     36 |           84
 Brand#13   | LARGE BRUSHED NICKEL      |     23 |           84
 Brand#13   | MEDIUM POLISHED TIN       |     12 |           84
 Brand#13   | SMALL POLISHED COPPER     |     30 |           84
 Brand#14   | LARGE PLATED NICKEL       |     42 |           84
 Brand#14   | LARGE POLISHED STEEL      |     10 |           84
 Brand#14   | SMALL BURNISHED BRASS     |      2 |           84
 Brand#14   | STANDARD POLISHED NICKEL  |     30 |           84
 Brand#15   | ECONOMY BRUSHED NICKEL    |      2 |           84
 Brand#15   | LARGE BURNISHED TIN       |     34 |           84
 Brand#15   | MEDIUM POLISHED TIN       |      2 |           84
 Brand#15   | SMALL BRUSHED COPPER      |     10 |           84
 Brand#21   | LARGE PLATED STEEL        |     12 |           84
 Brand#22   | ECONOMY BURNISHED BRASS   |     12 |           84
 Brand#22   | SMALL PLATED STEEL        |     12 |           84
 Brand#22   | STANDARD BURNISHED BRASS  |     12 |           84
 Brand#23   | SMALL ANODIZED NICKEL     |     30 |           84
 Brand#24   | MEDIUM BURNISHED STEEL    |     12 |           84
 Brand#24   | MEDIUM PLATED COPPER      |      2 |           84
 Brand#25   | SMALL ANODIZED COPPER     |      2 |           84
 Brand#32   | MEDIUM POLISHED STEEL     |      2 |           84
 Brand#33   | ECONOMY ANODIZED BRASS    |      2 |           84
 Brand#34   | LARGE BURNISHED COPPER    |     23 |           84
 Brand#34   | MEDIUM PLATED TIN         |     42 |           84
 Brand#34   | SMALL BRUSHED NICKEL      |     34 |           84
 Brand#41   | ECONOMY BRUSHED COPPER    |     42 |           84
 Brand#41   | SMALL PLATED NICKEL       |     12 |           84
 Brand#42   | ECONOMY ANODIZED NICKEL   |     12 |           84
 Brand#42   | MEDIUM BURNISHED NICKEL   |     23 |           84
 Brand#42   | PROMO BURNISHED STEEL     |     30 |           84
 Brand#42   | SMALL ANODIZED COPPER     |     12 |           84
 Brand#42   | SMALL BRUSHED BRASS       |     23 |           84
 Brand#42   | STANDARD BRUSHED STEEL    |     42 |           84
 Brand#43   | ECONOMY ANODIZED COPPER   |     42 |           84
 Brand#44   | SMALL PLATED COPPER       |      2 |           84
 Brand#45   | PROMO BRUSHED STEEL       |     10 |           84
 Brand#45   | PROMO POLISHED COPPER     |     34 |           84
 Brand#51   | PROMO BURNISHED TIN       |     10 |           84
 Brand#51   | STANDARD BURNISHED TIN    |      2 |           84
 Brand#53   | SMALL ANODIZED NICKEL     |     30 |           84
 Brand#53   | SMALL BRUSHED TIN         |     23 |           84
 Brand#53   | STANDARD ANODIZED BRASS   |     34 |           84
 Brand#55   | ECONOMY BRUSHED BRASS     |     42 |           84
 Brand#55   | STANDARD PLATED NICKEL    |     30 |           84
 Brand#12   | MEDIUM ANODIZED TIN       |     30 |           83
 Brand#14   | ECONOMY POLISHED STEEL    |     42 |           83
 Brand#21   | ECONOMY PLATED BRASS      |     10 |           83
 Brand#42   | LARGE BRUSHED STEEL       |     10 |           83
 Brand#11   | ECONOMY POLISHED COPPER   |     23 |           80
 Brand#11   | SMALL BRUSHED TIN         |     23 |           80
 Brand#12   | LARGE POLISHED TIN        |     42 |           80
 Brand#12   | MEDIUM PLATED STEEL       |     42 |           80
 Brand#12   | SMALL BURNISHED STEEL     |     30 |           80
 Brand#12   | STANDARD POLISHED COPPER  |     23 |           80
 Brand#13   | PROMO PLATED BRASS        |     34 |           80
 Brand#13   | PROMO PLATED NICKEL       |     34 |           80
 Brand#13   | PROMO POLISHED BRASS      |     23 |           80
 Brand#13   | SMALL ANODIZED BRASS      |     42 |           80
 Brand#13   | SMALL BRUSHED BRASS       |      2 |           80
 Brand#13   | SMALL BURNISHED NICKEL    |     42 |           80
 Brand#14   | PROMO BURNISHED NICKEL    |     34 |           80
 Brand#15   | ECONOMY ANODIZED TIN      |      2 |           80
 Brand#15   | LARGE BURNISHED COPPER    |     10 |           80
 Brand#15   | MEDIUM ANODIZED TIN       |     30 |           80
 Brand#15   | STANDARD PLATED BRASS     |     36 |           80
 Brand#21   | ECONOMY POLISHED COPPER   |      2 |           80
 Brand#21   | LARGE PLATED BRASS        |     23 |           80
 Brand#21   | SMALL ANODIZED TIN        |     34 |           80
 Brand#21   | SMALL BURNISHED STEEL     |     30 |           80
 Brand#22   | LARGE ANODIZED TIN        |     42 |           80
 Brand#22   | LARGE BURNISHED STEEL     |     42 |           80
 Brand#23   | MEDIUM ANODIZED TIN       |     12 |           80
 Brand#23   | MEDIUM BRUSHED NICKEL     |     10 |           80
 Brand#23   | MEDIUM BURNISHED COPPER   |     34 |           80
 Brand#23   | PROMO POLISHED COPPER     |     12 |           80
 Brand#23   | SMALL ANODIZED STEEL      |     12 |           80
 Brand#23   | SMALL BURNISHED BRASS     |     12 |           80
 Brand#24   | ECONOMY POLISHED COPPER   |     36 |           80
 Brand#24   | LARGE ANODIZED STEEL      |     10 |           80
 Brand#24   | LARGE PLATED COPPER       |     34 |           80
 Brand#24   | PROMO PLATED NICKEL       |      2 |           80
 Brand#25   | ECONOMY BRUSHED BRASS     |      2 |           80
 Brand#25   | LARGE POLISHED COPPER     |     36 |           80
 Brand#25   | SMALL ANODIZED BRASS      |     30 |           80
 Brand#25   | STANDARD BURNISHED NICKEL |     12 |           80
 Brand#32   | ECONOMY BURNISHED STEEL   |     23 |           80
 Brand#32   | MEDIUM POLISHED NICKEL    |     30 |           80
 Brand#32   | SMALL ANODIZED STEEL      |     42 |           80
 Brand#32   | SMALL BURNISHED TIN       |     36 |           80
 Brand#33   | ECONOMY BRUSHED NICKEL    |     34 |           80
 Brand#33   | MEDIUM BURNISHED STEEL    |     30 |           80
 Brand#33   | PROMO BRUSHED BRASS       |     10 |           80
 Brand#33   | PROMO BRUSHED NICKEL      |     36 |           80
 Brand#34   | ECONOMY BRUSHED COPPER    |     42 |           80
 Brand#34   | LARGE BURNISHED BRASS     |     34 |           80
 Brand#34   | LARGE PLATED COPPER       |     42 |           80
 Brand#34   | LARGE POLISHED NICKEL     |     42 |           80
 Brand#34   | SMALL ANODIZED TIN        |     10 |           80
 Brand#34   | STANDARD ANODIZED BRASS   |     34 |           80
 Brand#34   | STANDARD BRUSHED NICKEL   |     30 |           80
 Brand#35   | ECONOMY ANODIZED COPPER   |     36 |           80
 Brand#35   | ECONOMY PLATED COPPER     |     34 |           80
 Brand#35   | MEDIUM BRUSHED BRASS      |      2 |           80
 Brand#35   | PROMO PLATED STEEL        |     23 |           80
 Brand#35   | SMALL ANODIZED COPPER     |     42 |           80
 Brand#35   | SMALL BURNISHED COPPER    |      2 |           80
 Brand#35   | SMALL PLATED STEEL        |     42 |           80
 Brand#35   | SMALL POLISHED BRASS      |     10 |           80
 Brand#35   | STANDARD BRUSHED STEEL    |     12 |           80
 Brand#35   | STANDARD PLATED BRASS     |     42 |           80
 Brand#41   | LARGE BURNISHED BRASS     |     30 |           80
 Brand#41   | LARGE BURNISHED STEEL     |     23 |           80
 Brand#41   | LARGE POLISHED NICKEL     |     42 |           80
 Brand#41   | STANDARD POLISHED COPPER  |     23 |           80
 Brand#42   | PROMO PLATED COPPER       |     23 |           80
 Brand#42   | STANDARD POLISHED TIN     |     23 |           80
 Brand#43   | ECONOMY BURNISHED STEEL   |     36 |           80
 Brand#43   | LARGE BRUSHED NICKEL      |      2 |           80
 Brand#43   | MEDIUM PLATED BRASS       |     36 |           80
 Brand#43   | PROMO PLATED NICKEL       |     34 |           80
 Brand#43   | STANDARD BRUSHED TIN      |     23 |           80
 Brand#43   | STANDARD BRUSHED TIN      |     36 |           80
 Brand#43   | STANDARD PLATED STEEL     |     34 |           80
 Brand#44   | ECONOMY ANODIZED COPPER   |     12 |           80
 Brand#44   | ECONOMY ANODIZED NICKEL   |     30 |           80
 Brand#44   | ECONOMY BRUSHED TIN       |     30 |           80
 Brand#44   | LARGE BURNISHED COPPER    |     34 |           80
 Brand#44   | LARGE BURNISHED COPPER    |     42 |           80
 Brand#44   | MEDIUM BURNISHED NICKEL   |     34 |           80
