BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 11
	and p_type like '%STEEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'AMERICA'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'AMERICA'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                              
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+-----------------------------------------------------------------------------------------------------
   9994.46 | Supplier#000074320        | CANADA                    |    124317 | Manufacturer#2            | pHqby4sZe byTJoaBk                       | 13-793-901-6289 |  special courts. dolphins w
   9994.46 | Supplier#000074320        | CANADA                    |    374319 | Manufacturer#4            | pHqby4sZe byTJoaBk                       | 13-793-901-6289 |  special courts. dolphins w
   9986.87 | Supplier#000022313        | PERU                      |   1872276 | Manufacturer#5            | Rk0,a94wJCHAuB C                         | 27-309-622-6627 | ans must have to integrate according to the qu
   9984.78 | Supplier#000066482        | CANADA                    |    716467 | Manufacturer#3            | S37cy4w3iqLE                             | 13-662-729-6570 | lose ideas around the final, pending requests thrash instead of the blit
   9984.78 | Supplier#000066482        | CANADA                    |   1316455 | Manufacturer#5            | S37cy4w3iqLE                             | 13-662-729-6570 | lose ideas around the final, pending requests thrash instead of the blit
   9983.17 | Supplier#000015839        | PERU                      |    590833 | Manufacturer#1            | YqFVQwPbq0KU3mswsI                       | 27-982-153-6125 | slyly according to the carefully regular deposits. bold dependencies integrate ironic 
   9981.32 | Supplier#000023706        | ARGENTINA                 |    148702 | Manufacturer#4            | xUfWLcF8cnBxYQOWAZKvvzluL                | 11-352-425-1666 | y unusual platelets haggle quickly above the attainments. fluffily unusu
   9979.62 | Supplier#000094261        | BRAZIL                    |   1194260 | Manufacturer#5            | J5kVLNgCMxaU YG,7tzS4wrQ,7V09D1g         | 12-578-700-2233 |  the carefully even packages. 
   9975.41 | Supplier#000017653        | ARGENTINA                 |    867636 | Manufacturer#5            | FHa4bHphlOQnLcnBb0OmDj                   | 11-417-735-5840 | ise carefully. quickly final theodolite
   9975.36 | Supplier#000068136        | PERU                      |    268135 | Manufacturer#4            | ceyXDJZTZLW,rAjR3JrcPHKs3ufvNMQJkF1      | 27-857-226-7467 | ackages are. final deposits affix. express, pending asymptotes sleep slyly. regular requests 
   9969.28 | Supplier#000043272        | CANADA                    |   1943271 | Manufacturer#5            | bRzB84hAf6ESv3BMVbBw9mN3cDCgqRqyj2FvE    | 13-682-972-9363 | . blithely bold foxes poach furiously i
   9967.34 | Supplier#000051252        | ARGENTINA                 |   1701217 | Manufacturer#3            | pqcJb,K YfRBOYNTgrW4EADPh                | 11-446-925-9938 | inal forges. regular, regular th
   9966.64 | Supplier#000022877        | PERU                      |   1197865 | Manufacturer#3            | O0Mg bo7SJzdsNbeSCeGDfj6dEADCMvk         | 27-913-724-2629 | p carefully regular foxes. furiously regula
   9964.23 | Supplier#000079103        | CANADA                    |     54102 | Manufacturer#5            | 4BCifx0Wryaq1AiVqVkTCAK                  | 13-140-810-9525 | ously. quickly bold asymptotes cajole quickly fluffily bold asymptotes. fox
   9960.34 | Supplier#000047371        | ARGENTINA                 |   1647370 | Manufacturer#4            | ,sUyrjmCtEmEf8w2fM4lSVutn3GKy,BsflYpR    | 11-536-739-9822 | lithely ironic excuses are blithely according to the ironic requests. ironic excuses sleep s
   9959.67 | Supplier#000085329        | UNITED STATES             |   1060318 | Manufacturer#4            | x4nGOypwS,aHet9U2F                       | 34-889-863-5113 | g the theodolites. unusual foxes detect blithely furiously final packages. slyly pen
   9956.17 | Supplier#000047022        | CANADA                    |   1896985 | Manufacturer#4            | KKs59GGS,QHk                             | 13-242-301-2776 | le blithely over the furiously express requests: excuses boost. caref
   9954.99 | Supplier#000050830        | CANADA                    |    450829 | Manufacturer#4            | 1oQ8iygPTdCBtz3Mf4Ol,N4wlVzAbqt          | 13-121-628-3805 | nding theodolites. carefully express inst
    9952.9 | Supplier#000051720        | PERU                      |   1376680 | Manufacturer#5            | zmyFF lez8cKZ9qoCmVNuMW8VhMW80m 48FywzC  | 27-785-509-6468 | ending dolphins boost slyly regular, regul
   9952.19 | Supplier#000021234        | UNITED STATES             |     46233 | Manufacturer#1            | uTp8g5HV4fHLbgkMlr0BfZI                  | 34-875-257-9915 |  slyly bold accounts cajole fluffily instructions. expr
    9950.4 | Supplier#000096761        | UNITED STATES             |    721739 | Manufacturer#1            | OdBpL5HL2iMR50jzxK1YX gCkgHgN            | 34-278-142-3655 | . even packages engage across the furiously even foxes
   9946.48 | Supplier#000047003        | PERU                      |    496994 | Manufacturer#2            | i37EZcEJVtp81KE K1iVV7K7kl               | 27-355-830-8632 | instructions. ironic, express ide
   9946.48 | Supplier#000047003        | PERU                      |   1721985 | Manufacturer#5            | i37EZcEJVtp81KE K1iVV7K7kl               | 27-355-830-8632 | instructions. ironic, express ide
   9944.37 | Supplier#000010860        | PERU                      |    810859 | Manufacturer#3            | MXAMvLAS oo                              | 27-713-326-9083 | bold accounts. express, bold instructions are bli
   9938.15 | Supplier#000020170        | ARGENTINA                 |   1520169 | Manufacturer#2            | Ec0hTPfQaUHibAbZMkTf4JcpgNVir9dI65vp     | 11-132-642-9447 | usly even dependencies use express instructions. carefully express
   9937.32 | Supplier#000042371        | PERU                      |    342370 | Manufacturer#3            | E, 78mQ24Z9t44oghYIkYCW                  | 27-122-876-2607 | xes. furiously even accounts use. instruct
   9936.39 | Supplier#000048167        | PERU                      |   1073136 | Manufacturer#1            | BzGk6QpeVwxIvsq4D                        | 27-275-437-9728 | s haggle. blithely ironic
   9933.78 | Supplier#000027684        | PERU                      |   1602667 | Manufacturer#1            | fRG4tvlJmUhNbyZ48W4                      | 27-904-825-3267 | s. enticingly final theodolites use regular requests. furiously regular dependencies cajo
   9929.18 | Supplier#000057460        | PERU                      |   1957459 | Manufacturer#3            | qTIlXmHS3G                               | 27-731-775-5120 | blithely according to the ironic, 
   9923.72 | Supplier#000055402        | CANADA                    |    780380 | Manufacturer#4            | J1cQXfdlEOw                              | 13-807-246-2460 | ke. ideas wake slyly. regular deposits integrate carefully furiously regular pinto beans. quickly f
   9922.73 | Supplier#000036806        | ARGENTINA                 |    786791 | Manufacturer#5            | UXZUe1TB2tU6,Jn8gEZOec938LYAy            | 11-712-312-9745 | ironic requests. slyly unusual deposits affi
   9920.18 | Supplier#000070909        | CANADA                    |   1020888 | Manufacturer#5            | p9nPJ,wyFTmM3e                           | 13-303-587-1177 | fluffily ironic requests.
